publication,date,headline,ideology_score,ideology_confidence,sentiment_score,sentiment_confidence,emotionality,topic_area,ideology_baseline,ideology_numeric,ideology_baseline_confidence,sentiment_pos,sentiment_neg,sentiment_neu,year,month,quarter
Fox News,2016-10-02,Religious Liberty Under Siege From Radical Left,right,0.6159541109268099,0.5267,0.5267,0.5267,foreign_policy,right,1.0,0.6159541109268099,0.362,0.0,0.638,2016,2016-10,2016Q4
Washington Post,2016-10-02,Global Democracy in Retreat as Authoritarianism Rises in Latest Development,right,0.4939582325368329,0.2023,0.2023,0.2023,other,right,1.0,0.4939582325368329,0.167,0.0,0.833,2016,2016-10,2016Q4
CNN,2016-10-02,Experts Warn of Growing Inequality in America Amid Growing Concerns,left,0.706086101898221,0.25,0.25,0.25,foreign_policy,left,-1.0,0.706086101898221,0.288,0.119,0.593,2016,2016-10,2016Q4
Fox News,2016-10-02,Big Tech Censorship of Conservative Voices Continues | Opinion,right,0.5023674279441906,0.0,0.0,0.0,technology,right,1.0,0.5023674279441906,0.0,0.0,1.0,2016,2016-10,2016Q4
CNN,2016-10-02,Trump Administration Faces Backlash Over Immigration Policy Sources Say,left,0.5673562178674607,0.0,0.0,0.0,politics,left,-1.0,0.5673562178674607,0.0,0.0,1.0,2016,2016-10,2016Q4
Fox News,2016-10-02,Parents Fight Back Against Critical Race Theory in Schools | Opinion,left,0.6278267400024637,-0.5994,0.5994,0.5994,education,left,-1.0,0.6278267400024637,0.0,0.353,0.647,2016,2016-10,2016Q4
Washington Post,2016-10-03,Analysis: Democracy Faces Its Greatest Test in Decades (Updated),left,0.5897931318840139,0.6369,0.6369,0.6369,other,left,-1.0,0.5897931318840139,0.344,0.0,0.656,2016,2016-10,2016Q4
New York Times,2016-10-03,Investigating the Roots of the January 6 Capitol Breach Sources Say,left,0.632565455048007,0.0,0.0,0.0,other,left,-1.0,0.632565455048007,0.0,0.0,1.0,2016,2016-10,2016Q4
CNN,2016-10-03,Breaking: Climate Change Report Warns of Dire Consequences Amid Growing Concerns,left,0.41057404630189276,-0.4019,0.4019,0.4019,climate,left,-1.0,0.41057404630189276,0.121,0.312,0.567,2016,2016-10,2016Q4
Fox News,2016-10-03,Parents Fight Back Against Critical Race Theory in Schools in Latest Development,left,0.5461865703261424,-0.5994,0.5994,0.5994,education,left,-1.0,0.5461865703261424,0.0,0.329,0.671,2016,2016-10,2016Q4
Fox News,2016-10-03,Small Business Owners Crushed by New Regulations - Report,right,0.4421658068805191,-0.4215,0.4215,0.4215,economy,right,1.0,0.4421658068805191,0.0,0.259,0.741,2016,2016-10,2016Q4
New York Times,2016-10-03,The Pandemic Changed How Americans Work. There's No Going Back. - Report,left,0.6186142282868894,-0.296,0.296,0.296,healthcare,left,-1.0,0.6186142282868894,0.0,0.167,0.833,2016,2016-10,2016Q4
New York Times,2016-10-04,Tech Giants Wield Unprecedented Power Over Public Discourse Sources Say,left,0.649518669562405,0.0,0.0,0.0,technology,left,-1.0,0.649518669562405,0.0,0.0,1.0,2016,2016-10,2016Q4
Washington Post,2016-10-04,Inside the Battle for the Future of the Republican Party | Opinion,left,0.7276974705186812,0.0258,0.0258,0.0258,politics,left,-1.0,0.7276974705186812,0.176,0.17,0.654,2016,2016-10,2016Q4
Fox News,2016-10-04,Law Enforcement Officers Demoralized by Defund Movement,left,0.4819585115429098,-0.3818,0.3818,0.3818,foreign_policy,left,-1.0,0.4819585115429098,0.0,0.302,0.698,2016,2016-10,2016Q4
Washington Post,2016-10-04,Voting Rights Act Protections Weakened by Court Rulings,left,0.45835863666958154,-0.3182,0.3182,0.3182,social_issues,left,-1.0,0.45835863666958154,0.0,0.247,0.753,2016,2016-10,2016Q4
New York Times,2016-10-04,How Misinformation Became a Public Health Crisis,left,0.4909180618641479,-0.7506,0.7506,0.7506,healthcare,left,-1.0,0.4909180618641479,0.0,0.561,0.439,2016,2016-10,2016Q4
New York Times,2016-10-04,Global Supply Chain Disruptions Reshape the Economy | Opinion,right,0.40551350392892993,-0.34,0.34,0.34,economy,right,1.0,0.40551350392892993,0.0,0.231,0.769,2016,2016-10,2016Q4
New York Times,2016-10-05,How Misinformation Became a Public Health Crisis | Opinion,left,0.5226255725908933,-0.7506,0.7506,0.7506,healthcare,left,-1.0,0.5226255725908933,0.0,0.478,0.522,2016,2016-10,2016Q4
Fox News,2016-10-05,Law Enforcement Officers Demoralized by Defund Movement in Latest Development,right,0.5488664613154205,-0.3818,0.3818,0.3818,foreign_policy,right,1.0,0.5488664613154205,0.0,0.224,0.776,2016,2016-10,2016Q4
New York Times,2016-10-05,The Widening Political Divide: Can America Find Common Ground? | Opinion,right,0.4249120660727057,0.0,0.0,0.0,politics,right,1.0,0.4249120660727057,0.0,0.0,1.0,2016,2016-10,2016Q4
CNN,2016-10-05,Experts Warn of Growing Inequality in America,left,0.7947751766848793,0.0772,0.0772,0.0772,foreign_policy,left,-1.0,0.7947751766848793,0.21,0.173,0.617,2016,2016-10,2016Q4
Fox News,2016-10-05,Americans Fed Up With Rising Gas Prices Under Biden Sources Say,left,0.6514466426669038,0.0,0.0,0.0,politics,left,-1.0,0.6514466426669038,0.0,0.0,1.0,2016,2016-10,2016Q4
Washington Post,2016-10-05,Pentagon Papers for a New Era: Government Secrecy Examined,left,0.5116993562128639,0.0,0.0,0.0,other,left,-1.0,0.5116993562128639,0.0,0.0,1.0,2016,2016-10,2016Q4
Washington Post,2016-10-05,Pentagon Papers for a New Era: Government Secrecy Examined,left,0.5116993562128639,0.0,0.0,0.0,other,left,-1.0,0.5116993562128639,0.0,0.0,1.0,2016,2016-10,2016Q4
New York Times,2016-10-06,Inside the Growing Movement to Restrict Abortion Access in Latest Development,left,0.6765750923380505,-0.2263,0.2263,0.2263,social_issues,left,-1.0,0.6765750923380505,0.128,0.195,0.677,2016,2016-10,2016Q4
Washington Post,2016-10-06,Fact Checker: Political Claims on Immigration Miss the Mark - Report,left,0.39083010072841573,-0.1531,0.1531,0.1531,politics,left,-1.0,0.39083010072841573,0.0,0.138,0.862,2016,2016-10,2016Q4
New York Times,2016-10-06,The Rise of Political Violence Threatens Democratic Norms Sources Say,left,0.7415928635619679,-0.7717,0.7717,0.7717,politics,left,-1.0,0.7415928635619679,0.0,0.456,0.544,2016,2016-10,2016Q4
Washington Post,2016-10-07,The Filibuster Debate: What's Really at Stake,left,0.605861517061337,0.0,0.0,0.0,other,left,-1.0,0.605861517061337,0.0,0.0,1.0,2016,2016-10,2016Q4
CNN,2016-10-07,Infrastructure Bill Passes After Months of Negotiations Amid Growing Concerns,left,0.575968074050753,0.1779,0.1779,0.1779,other,left,-1.0,0.575968074050753,0.159,0.0,0.841,2016,2016-10,2016Q4
Washington Post,2016-10-07,Fact Checker: Political Claims on Immigration Miss the Mark Sources Say,left,0.7730757342803608,-0.1531,0.1531,0.1531,politics,left,-1.0,0.7730757342803608,0.0,0.138,0.862,2016,2016-10,2016Q4
New York Times,2016-10-07,A Reckoning on Race Forces America to Confront Its Past (Updated),left,0.5408861247394061,-0.1779,0.1779,0.1779,social_issues,left,-1.0,0.5408861247394061,0.0,0.145,0.855,2016,2016-10,2016Q4
Fox News,2016-10-07,Inflation Surge Threatens American Families,left,0.4206560867569208,-0.3818,0.3818,0.3818,economy,left,-1.0,0.4206560867569208,0.0,0.394,0.606,2016,2016-10,2016Q4
CNN,2016-10-07,Democrats Push for Expanded Social Safety Net (Updated),left,0.4706661252820884,0.4215,0.4215,0.4215,politics,left,-1.0,0.4706661252820884,0.286,0.0,0.714,2016,2016-10,2016Q4
Washington Post,2016-10-08,Analysis: Democracy Faces Its Greatest Test in Decades (Updated),left,0.5897931318840139,0.6369,0.6369,0.6369,other,left,-1.0,0.5897931318840139,0.344,0.0,0.656,2016,2016-10,2016Q4
New York Times,2016-10-08,A Reckoning on Race Forces America to Confront Its Past,left,0.5775712223953463,-0.1779,0.1779,0.1779,social_issues,left,-1.0,0.5775712223953463,0.0,0.159,0.841,2016,2016-10,2016Q4
Washington Post,2016-10-08,The Quiet Crisis: How Climate Change Is Reshaping American Cities Amid Growing Concerns,left,0.502383236352528,-0.5267,0.5267,0.5267,climate,left,-1.0,0.502383236352528,0.101,0.244,0.655,2016,2016-10,2016Q4
Washington Post,2016-10-09,Police Reform Measures Face Resistance in State Legislatures as Tensions Rise,left,0.6014495694133758,-0.4019,0.4019,0.4019,crime,left,-1.0,0.6014495694133758,0.0,0.213,0.787,2016,2016-10,2016Q4
CNN,2016-10-09,Deadly Shooting Highlights Gun Control Debate | Opinion,left,0.607806829673972,-0.34,0.34,0.34,crime,left,-1.0,0.607806829673972,0.0,0.255,0.745,2016,2016-10,2016Q4
Washington Post,2016-10-09,Education Gaps Widen as Pandemic Disrupts Learning in Latest Development,left,0.40979598145276824,0.0,0.0,0.0,healthcare,left,-1.0,0.40979598145276824,0.0,0.0,1.0,2016,2016-10,2016Q4
New York Times,2016-10-09,Investigating the Roots of the January 6 Capitol Breach (Updated),right,0.5335279239066736,0.0,0.0,0.0,other,right,1.0,0.5335279239066736,0.0,0.0,1.0,2016,2016-10,2016Q4
New York Times,2016-10-09,Climate Scientists Issue Urgent Warning on Tipping Points,left,0.4233758982593848,-0.1531,0.1531,0.1531,climate,left,-1.0,0.4233758982593848,0.176,0.235,0.588,2016,2016-10,2016Q4
Washington Post,2016-10-09,Voting Rights Act Protections Weakened by Court Rulings | Opinion,left,0.5027370882571932,-0.3182,0.3182,0.3182,social_issues,left,-1.0,0.5027370882571932,0.0,0.204,0.796,2016,2016-10,2016Q4
Fox News,2016-10-09,Biden's Border Crisis Reaches New Heights | Opinion,right,0.5406306942623446,-0.5994,0.5994,0.5994,politics,right,1.0,0.5406306942623446,0.106,0.363,0.531,2016,2016-10,2016Q4
Washington Post,2016-10-09,Investigation: Corporate Lobbying Undermines Environmental Rules in Latest Development,left,0.46082973515138237,-0.4019,0.4019,0.4019,climate,left,-1.0,0.46082973515138237,0.0,0.346,0.654,2016,2016-10,2016Q4
New York Times,2016-10-09,Rural America Faces a Growing Healthcare Desert in Latest Development,left,0.3942428440378559,0.1779,0.1779,0.1779,healthcare,left,-1.0,0.3942428440378559,0.159,0.0,0.841,2016,2016-10,2016Q4
Washington Post,2016-10-10,Tech Regulation Stalls as Industry Influence Grows,right,0.40134502166146846,0.0,0.0,0.0,technology,right,1.0,0.40134502166146846,0.0,0.0,1.0,2016,2016-10,2016Q4
CNN,2016-10-10,January 6 Committee Releases Damning Findings,right,0.5370440735036633,-0.34,0.34,0.34,other,right,1.0,0.5370440735036633,0.0,0.324,0.676,2016,2016-10,2016Q4
CNN,2016-10-10,Experts Warn of Growing Inequality in America in Latest Development,left,0.7161189743171864,0.0772,0.0772,0.0772,foreign_policy,left,-1.0,0.7161189743171864,0.153,0.126,0.721,2016,2016-10,2016Q4
New York Times,2016-10-10,The Pandemic Changed How Americans Work. There's No Going Back.,left,0.7720345571004209,-0.296,0.296,0.296,healthcare,left,-1.0,0.7720345571004209,0.0,0.196,0.804,2016,2016-10,2016Q4
Washington Post,2016-10-10,Global Democracy in Retreat as Authoritarianism Rises (Updated),right,0.44081745631940006,0.2023,0.2023,0.2023,other,right,1.0,0.44081745631940006,0.205,0.0,0.795,2016,2016-10,2016Q4
New York Times,2016-10-10,Climate Scientists Issue Urgent Warning on Tipping Points,left,0.4233758982593848,-0.1531,0.1531,0.1531,climate,left,-1.0,0.4233758982593848,0.176,0.235,0.588,2016,2016-10,2016Q4
Fox News,2016-10-10,Biden's Border Crisis Reaches New Heights,right,0.46238265481478436,-0.5994,0.5994,0.5994,politics,right,1.0,0.46238265481478436,0.129,0.441,0.43,2016,2016-10,2016Q4
Fox News,2016-10-11,Hunter Biden Laptop Scandal Media Coverup Exposed (Updated),right,0.753050655657301,-0.4939,0.4939,0.4939,politics,right,1.0,0.753050655657301,0.0,0.412,0.588,2016,2016-10,2016Q4
Washington Post,2016-10-11,Investigation: Corporate Lobbying Undermines Environmental Rules as Tensions Rise,left,0.5909653350911178,-0.6597,0.6597,0.6597,climate,left,-1.0,0.5909653350911178,0.0,0.516,0.484,2016,2016-10,2016Q4
Washington Post,2016-10-11,Fact Checker: Political Claims on Immigration Miss the Mark Amid Growing Concerns,left,0.533350636589389,0.0258,0.0258,0.0258,politics,left,-1.0,0.533350636589389,0.128,0.12,0.752,2016,2016-10,2016Q4
Fox News,2016-10-11,Second Amendment Rights Under Attack by Democrats in Latest Development,right,0.5449930390819179,-0.4767,0.4767,0.4767,politics,right,1.0,0.5449930390819179,0.0,0.256,0.744,2016,2016-10,2016Q4
Washington Post,2016-10-11,Inside the Battle for the Future of the Republican Party (Updated),left,0.6832330798410573,0.0258,0.0258,0.0258,politics,left,-1.0,0.6832330798410573,0.189,0.182,0.629,2016,2016-10,2016Q4
New York Times,2016-10-11,The Widening Political Divide: Can America Find Common Ground? (Updated),right,0.41681357549597814,0.0,0.0,0.0,politics,right,1.0,0.41681357549597814,0.0,0.0,1.0,2016,2016-10,2016Q4
Washington Post,2016-10-11,How Disinformation Campaigns Are Eroding Public Trust,left,0.4550023018926486,0.5106,0.5106,0.5106,politics,left,-1.0,0.4550023018926486,0.355,0.0,0.645,2016,2016-10,2016Q4
Fox News,2016-10-11,Law Enforcement Officers Demoralized by Defund Movement in Latest Development,right,0.5488664613154205,-0.3818,0.3818,0.3818,foreign_policy,right,1.0,0.5488664613154205,0.0,0.224,0.776,2016,2016-10,2016Q4
Washington Post,2016-10-11,Police Reform Measures Face Resistance in State Legislatures (Updated),left,0.5390452130692065,0.0,0.0,0.0,crime,left,-1.0,0.5390452130692065,0.0,0.0,1.0,2016,2016-10,2016Q4
CNN,2016-10-12,January 6 Committee Releases Damning Findings Amid Growing Concerns,right,0.5310941606810594,-0.1779,0.1779,0.1779,other,right,1.0,0.5310941606810594,0.153,0.216,0.631,2016,2016-10,2016Q4
New York Times,2016-10-12,Inside the Growing Movement to Restrict Abortion Access - Report,left,0.6170006456275315,-0.2263,0.2263,0.2263,social_issues,left,-1.0,0.6170006456275315,0.138,0.211,0.65,2016,2016-10,2016Q4
New York Times,2016-10-12,Immigration Reform Remains Elusive Despite Bipartisan Support Amid Growing Concerns,left,0.5559790153440543,-0.1426,0.1426,0.1426,politics,left,-1.0,0.5559790153440543,0.142,0.189,0.669,2016,2016-10,2016Q4
Washington Post,2016-10-12,Global Democracy in Retreat as Authoritarianism Rises,left,0.4588269331311418,0.2023,0.2023,0.2023,other,left,-1.0,0.4588269331311418,0.231,0.0,0.769,2016,2016-10,2016Q4
Fox News,2016-10-12,Biden's Border Crisis Reaches New Heights - Report,right,0.5256149570959276,-0.5994,0.5994,0.5994,politics,right,1.0,0.5256149570959276,0.106,0.363,0.531,2016,2016-10,2016Q4
CNN,2016-10-12,Healthcare Reform Battle Heats Up in Congress - Report,left,0.423625984772763,-0.3818,0.3818,0.3818,politics,left,-1.0,0.423625984772763,0.0,0.245,0.755,2016,2016-10,2016Q4
Fox News,2016-10-12,Hunter Biden Laptop Scandal Media Coverup Exposed Sources Say,right,0.47137698035889175,-0.4939,0.4939,0.4939,politics,right,1.0,0.47137698035889175,0.0,0.375,0.625,2016,2016-10,2016Q4
New York Times,2016-10-13,Inside the Growing Movement to Restrict Abortion Access | Opinion,left,0.758219097960003,-0.2263,0.2263,0.2263,social_issues,left,-1.0,0.758219097960003,0.138,0.211,0.65,2016,2016-10,2016Q4
Fox News,2016-10-13,Cancel Culture Claims Another Victim,right,0.563311341568477,-0.4767,0.4767,0.4767,technology,right,1.0,0.563311341568477,0.0,0.577,0.423,2016,2016-10,2016Q4
Washington Post,2016-10-13,The Quiet Crisis: How Climate Change Is Reshaping American Cities,left,0.48905786783097155,-0.6249,0.6249,0.6249,climate,left,-1.0,0.48905786783097155,0.0,0.313,0.687,2016,2016-10,2016Q4
Washington Post,2016-10-13,Voting Rights Act Protections Weakened by Court Rulings as Tensions Rise,left,0.4705741942041518,-0.6124,0.6124,0.6124,social_issues,left,-1.0,0.4705741942041518,0.0,0.357,0.643,2016,2016-10,2016Q4
CNN,2016-10-14,Supreme Court Rules on Landmark Voting Rights Case,left,0.578250563785024,0.5994,0.5994,0.5994,social_issues,left,-1.0,0.578250563785024,0.45,0.0,0.55,2016,2016-10,2016Q4
Washington Post,2016-10-14,Police Reform Measures Face Resistance in State Legislatures,left,0.5724112677474951,0.0,0.0,0.0,crime,left,-1.0,0.5724112677474951,0.0,0.0,1.0,2016,2016-10,2016Q4
Fox News,2016-10-14,Parents Fight Back Against Critical Race Theory in Schools,left,0.6043364759036093,-0.5994,0.5994,0.5994,education,left,-1.0,0.6043364759036093,0.0,0.412,0.588,2016,2016-10,2016Q4
New York Times,2016-10-14,How Misinformation Became a Public Health Crisis as Tensions Rise,left,0.5102674987171331,-0.8442,0.8442,0.8442,healthcare,left,-1.0,0.5102674987171331,0.0,0.565,0.435,2016,2016-10,2016Q4
Fox News,2016-10-14,Energy Independence Sacrificed for Green New Deal,left,0.42084270743183455,0.2732,0.2732,0.2732,climate,left,-1.0,0.42084270743183455,0.259,0.0,0.741,2016,2016-10,2016Q4
Washington Post,2016-10-14,Voting Rights Act Protections Weakened by Court Rulings in Latest Development,left,0.4308320878617029,-0.3182,0.3182,0.3182,social_issues,left,-1.0,0.4308320878617029,0.0,0.187,0.813,2016,2016-10,2016Q4
Fox News,2016-10-14,Americans Fed Up With Rising Gas Prices Under Biden Amid Growing Concerns,left,0.43856233728080174,0.1779,0.1779,0.1779,politics,left,-1.0,0.43856233728080174,0.134,0.0,0.866,2016,2016-10,2016Q4
New York Times,2016-10-14,The Pandemic Changed How Americans Work. There's No Going Back.,left,0.7720345571004209,-0.296,0.296,0.296,healthcare,left,-1.0,0.7720345571004209,0.0,0.196,0.804,2016,2016-10,2016Q4
Washington Post,2016-10-14,Inside the Battle for the Future of the Republican Party | Opinion,left,0.7276974705186812,0.0258,0.0258,0.0258,politics,left,-1.0,0.7276974705186812,0.176,0.17,0.654,2016,2016-10,2016Q4
New York Times,2016-10-14,How Misinformation Became a Public Health Crisis as Tensions Rise,left,0.5102674987171331,-0.8442,0.8442,0.8442,healthcare,left,-1.0,0.5102674987171331,0.0,0.565,0.435,2016,2016-10,2016Q4
New York Times,2016-10-14,Rural America Faces a Growing Healthcare Desert,left,0.43712898263341243,0.1779,0.1779,0.1779,healthcare,left,-1.0,0.43712898263341243,0.221,0.0,0.779,2016,2016-10,2016Q4
Fox News,2016-10-15,Cancel Culture Claims Another Victim | Opinion,right,0.6099064567113122,-0.4767,0.4767,0.4767,technology,right,1.0,0.6099064567113122,0.0,0.451,0.549,2016,2016-10,2016Q4
Washington Post,2016-10-15,Tech Regulation Stalls as Industry Influence Grows (Updated),right,0.4501342510899111,0.0,0.0,0.0,technology,right,1.0,0.4501342510899111,0.0,0.0,1.0,2016,2016-10,2016Q4
New York Times,2016-10-15,Climate Scientists Issue Urgent Warning on Tipping Points as Tensions Rise,left,0.4519356735695822,-0.5106,0.5106,0.5106,climate,left,-1.0,0.4519356735695822,0.121,0.342,0.537,2016,2016-10,2016Q4
Washington Post,2016-10-15,Voting Rights Act Protections Weakened by Court Rulings (Updated),left,0.46605557768823835,-0.3182,0.3182,0.3182,social_issues,left,-1.0,0.46605557768823835,0.0,0.223,0.777,2016,2016-10,2016Q4
CNN,2016-10-15,Infrastructure Bill Passes After Months of Negotiations (Updated),left,0.5709371491534001,0.0,0.0,0.0,other,left,-1.0,0.5709371491534001,0.0,0.0,1.0,2016,2016-10,2016Q4
Fox News,2016-10-15,Small Business Owners Crushed by New Regulations (Updated),right,0.4322209697407508,-0.4215,0.4215,0.4215,economy,right,1.0,0.4322209697407508,0.0,0.286,0.714,2016,2016-10,2016Q4
Washington Post,2016-10-16,Fact Checker: Political Claims on Immigration Miss the Mark - Report,left,0.39083010072841573,-0.1531,0.1531,0.1531,politics,left,-1.0,0.39083010072841573,0.0,0.138,0.862,2016,2016-10,2016Q4
CNN,2016-10-16,January 6 Committee Releases Damning Findings | Opinion,right,0.5780360352850813,-0.34,0.34,0.34,other,right,1.0,0.5780360352850813,0.0,0.255,0.745,2016,2016-10,2016Q4
New York Times,2016-10-16,The Pandemic Changed How Americans Work. There's No Going Back. in Latest Development,left,0.6542619667342624,-0.296,0.296,0.296,healthcare,left,-1.0,0.6542619667342624,0.0,0.155,0.845,2016,2016-10,2016Q4
New York Times,2016-10-16,How Misinformation Became a Public Health Crisis,left,0.4909180618641479,-0.7506,0.7506,0.7506,healthcare,left,-1.0,0.4909180618641479,0.0,0.561,0.439,2016,2016-10,2016Q4
